drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label
PROTAC degrader,HER2 inhibitor,SK-MEL-2,gastric,1.99618913544742,6.968406749536393,0.2830793084393495,0
MCL-1 inhibitor,JAK inhibitor,JIMT-1,melanoma,1.520729257014458,0.9491134416342683,-3.4567837431993196,0
EGFR inhibitor,NF-kappa-B inhibitor,MDA-MB-231,breast,0.24522731358721372,0.12808904875619673,-7.078092960341099,0
Topoisomerase inhibitor,MCL-1 inhibitor,HeLa,urinary tract,1.8609714582654715,0.8289267445893215,2.240502534531025,0
BCL-2 inhibitor,MEK inhibitor,U251,soft tissue,0.24932205761069548,1.410162839568141,2.0384112222744193,0
Proteasome inhibitor,BRAF inhibitor,JIMT-1,bone,0.8225838287374608,0.35329061038668846,-2.704125578666593,0
FLT3 inhibitor,IL-2 inhibitor,RS4-11,soft tissue,0.3082659445348505,2.1464869396002726,-5.523240082783592,0
JAK inhibitor,KRAS inhibitor,MDA-MB-453,ovarian,2.355789276632577,12.19310709721432,-0.4286091130532146,0
Proteasome inhibitor,DNA-PKcs inhibitor,U251,prostate,0.46197878375889284,1.202009392424185,-5.677717963338954,0
PI3K inhibitor,mTOR inhibitor,OVCAR-3,liver,0.9946982593233696,0.8761684168737984,14.916861403927356,1
Proteasome inhibitor,PI3K inhibitor,SK-MEL-2,ovarian,4.52048424177426,1.0239998487558426,0.9577198103949005,0
STAT3 inhibitor,MEK inhibitor,K562,endometrium,0.4571072774603071,0.24466564188946968,7.10528488440613,1
MEK inhibitor,EGFR inhibitor,MOLT-4,endometrium,1.417760858989938,4.29584511282517,-8.578472934481091,0
PROTAC degrader,Topoisomerase inhibitor,JIMT-1,melanoma,1.086944413268481,1.0716909028020185,-9.898177389646154,0
MET inhibitor,Topoisomerase inhibitor,HL60,pancreas,0.0365805866331303,0.9796761929882843,-7.705852202868607,0
PDGFR inhibitor,CDK4/6 inhibitor,SK-MEL-2,breast,3.1477372689118486,2.1557982281535515,12.800840237349647,1
HER2 inhibitor,DNA-PKcs inhibitor,U87,urinary tract,0.143090623058744,1.1669124250727005,12.712248152904037,1
Proteasome inhibitor,KRAS inhibitor,A375,urinary tract,1.2858780291350485,2.089575174198686,-5.667850450688656,0
ATM inhibitor,KRAS inhibitor,JIMT-1,esophageal,1.6450466418653056,0.1268303902214782,-7.760979809961291,0
MCL-1 inhibitor,ALK inhibitor,HL60,ovarian,1.9800169421281837,3.3610446220176224,-6.385056130061231,0
PD-L1 inhibitor,STAT3 inhibitor,CCRF-CEM,urinary tract,2.333557192114379,5.643690807170789,4.0418835731020195,0
mTOR inhibitor,MET inhibitor,HeLa,breast,0.584109593843989,2.092601726612184,-2.197596654634065,0
JAK inhibitor,MEK inhibitor,Caco-2,lung,0.020057796729096085,6.182985979456845,11.050712534377437,1
Microtubule stabilizer,ATM inhibitor,NALM-6,pancreas,2.570681451978797,0.3284108531283636,3.10087186863829,0
HER2 inhibitor,CDK4/6 inhibitor,COLO-829,prostate,1.5342618257453886,1.297939810195856,9.864050355361782,1
Histone deacetylase inhibitor,EGFR inhibitor,NALM-6,esophageal,3.6172136226257705,1.841635596915969,-4.974871450634563,0
ATM inhibitor,DNA-PKcs inhibitor,A2780,liver,3.445082910662892,1.7432880295003266,-6.890762161753967,0
JAK inhibitor,Proteasome inhibitor,A375,breast,3.7071782729358422,1.0265297897039154,-4.333047641358828,0
Histone deacetylase inhibitor,PARP inhibitor,JIMT-1,head and neck,1.3275444019965388,0.8252344755406937,10.417603199410154,1
HER2 inhibitor,CDK4/6 inhibitor,JIMT-1,liver,0.8118155996739768,0.2712363312440897,0.1595593894721148,0
PI3K inhibitor,Microtubule stabilizer,MV4-11,renal,3.1361908516638586,0.9943137713213623,-5.656259429939094,0
KRAS inhibitor,BCL-2 inhibitor,MCF-7,prostate,1.2003854120645412,0.35505210351427835,-1.3420038036615782,0
MET inhibitor,PI3K inhibitor,K562,esophageal,0.40531514943085806,2.6512692793097323,-9.011617524520409,0
Microtubule stabilizer,STAT3 inhibitor,RS4-11,prostate,3.861684754346913,0.46848719780072323,-7.130662649552285,0
EGFR inhibitor,Microtubule stabilizer,SK-MEL-2,urinary tract,4.283653329669396,0.12070059262386842,-3.888920925829769,0
BCL-2 inhibitor,Heat shock protein inhibitor,SK-MEL-2,esophageal,1.255879352009015,1.6075593052587687,4.054238808630432,0
EGFR inhibitor,CTLA-4 inhibitor,PC-3,head and neck,0.1574365793759157,1.8088712282005444,-4.341220214264569,0
TNF-alpha inhibitor,Topoisomerase inhibitor,MV4-11,esophageal,0.9814777400702991,4.110092073748675,-0.03888818200248778,0
HER2 inhibitor,BCL-2 inhibitor,HL60,breast,3.2545690344988767,1.7206792628377676,-6.173691663679028,0
MCL-1 inhibitor,Heat shock protein inhibitor,NALM-6,colorectal,4.640969246999534,0.8477088815454528,-8.094496360401525,0
BCL-2 inhibitor,PROTAC degrader,HL60,pancreas,0.4549878572401702,3.2492237287587145,-9.121950998799248,0
PDGFR inhibitor,BCL-2 inhibitor,PC-3,bone,0.13864359120726946,1.5542705258093839,-5.41879752185873,0
Microtubule stabilizer,CTLA-4 inhibitor,MDA-MB-231,esophageal,4.196848405608286,0.16519923092348773,-7.63508459804638,0
Topoisomerase inhibitor,MET inhibitor,KG-1,lung,0.9866425748892519,1.668732946149207,-7.3898432797581375,0
STAT3 inhibitor,FLT3 inhibitor,HL60,colorectal,1.560728637874271,4.772336605846908,1.4113896258042509,0
KRAS inhibitor,MEK inhibitor,ZR-75-1,melanoma,6.8881562410584225,1.0093976138574237,-9.762428935826886,0
CDK4/6 inhibitor,PD-L1 inhibitor,MEWO,melanoma,0.13776731471825468,0.7028796334648795,-1.6328481139684836,0
BCL-2 inhibitor,Histone deacetylase inhibitor,A549,stomach,2.0900558839694994,0.30973060325925683,-4.308079291098029,0
Topoisomerase inhibitor,PDGFR inhibitor,A375,esophageal,0.15398979618024994,0.32844198244993356,-2.4017500013717914,0
PD-L1 inhibitor,MET inhibitor,A375,melanoma,0.9415083927944033,1.1339860611906358,-1.557546441780957,0
Topoisomerase inhibitor,PARP inhibitor,SW480,esophageal,3.257389738244296,1.8110964008861667,-5.299484583140827,0
Histone deacetylase inhibitor,PARP inhibitor,OVCAR-3,bone,1.13645836855904,0.16810150285514008,-5.573367097235721,0
EGFR inhibitor,mTOR inhibitor,MEWO,melanoma,11.743706919921866,5.612492519935785,1.001027740023586,0
MET inhibitor,CTLA-4 inhibitor,U87,bone,1.6376896911154144,2.8140851890740977,3.0691548218173583,0
STAT3 inhibitor,HER2 inhibitor,OVCAR-3,prostate,0.7747459817892949,1.7667949817834774,-7.111275513122082,0
BCL-2 inhibitor,Proteasome inhibitor,Caco-2,colorectal,0.49720819000734,3.5256289448937608,-8.535718591972765,0
BCL-2 inhibitor,Proteasome inhibitor,Huh-7,head and neck,0.8631681178007634,0.16716925216108433,3.4669370958803896,0
STAT3 inhibitor,JAK inhibitor,MV4-11,colorectal,0.9321292705875124,1.2957315783879726,-4.75156804528902,0
DNA-PKcs inhibitor,PD-L1 inhibitor,RS4-11,prostate,0.1423770125252901,1.9890079984897704,-1.7302391400577868,0
TNF-alpha inhibitor,MEK inhibitor,MOLT-4,head and neck,0.9227196279414428,3.528127981870848,-4.606852832199948,0
Histone deacetylase inhibitor,Topoisomerase inhibitor,A2780,prostate,1.2481324329329626,3.0600482823770996,-8.11296495480923,0
PARP inhibitor,KRAS inhibitor,SK-MEL-2,pancreas,2.565582955705842,0.648883684960762,-1.1600253257840798,0
PD-L1 inhibitor,mTOR inhibitor,HeLa,breast,2.138472936750616,5.656377740795594,-2.122887223455555,0
Heat shock protein inhibitor,ALK inhibitor,Huh-7,ovarian,2.4672540548133335,0.26556812430445276,-6.955096612132042,0
PROTAC degrader,MCL-1 inhibitor,A375,ovarian,0.016797707424233577,4.1610221247649495,-3.2219643302158323,0
BCL-2 inhibitor,ATM inhibitor,Huh-7,breast,0.49095061726068595,7.076802420323532,5.460691696754676,1
HER2 inhibitor,PI3K inhibitor,ZR-75-1,breast,2.167551522942474,0.3899712733624854,-1.1436084533816295,0
CDK4/6 inhibitor,HER2 inhibitor,OVCAR-3,prostate,1.323255818820049,2.5607436691068237,-8.546240093995078,0
JAK inhibitor,MET inhibitor,MDA-MB-453,ovarian,0.010655284770946407,0.08223890830146617,-1.7796775415629735,0
MET inhibitor,ALK inhibitor,Huh-7,renal,3.26433499098281,1.0398095130800227,0.5410744893438029,0
PROTAC degrader,MEK inhibitor,U87,pancreas,2.9639334579677548,1.452511745116336,1.8905510867112714,0
CDK4/6 inhibitor,BCL-2 inhibitor,MDA-MB-453,prostate,1.5900017623244698,1.7380760022316515,-0.5632363204859985,0
MET inhibitor,KRAS inhibitor,Huh-7,bone,0.1375500599528558,5.495784359757096,9.340488684781807,1
PDGFR inhibitor,Histone deacetylase inhibitor,MCF-7,stomach,2.9092753118199584,2.231012506695971,13.194278536703651,1
NF-kappa-B inhibitor,ALK inhibitor,A549,breast,1.7527635291834363,1.3127741815146354,0.16012769122274584,0
CTLA-4 inhibitor,Proteasome inhibitor,A2780,head and neck,3.0461532840505616,3.3180446646740895,-9.633596755890501,0
DNA-PKcs inhibitor,CDK4/6 inhibitor,CCRF-CEM,prostate,2.7866137218140863,6.012891757812204,-3.823784986146352,0
PROTAC degrader,Topoisomerase inhibitor,HeLa,gastric,3.249124135703862,0.04462649584848536,-5.005746295564401,0
Proteasome inhibitor,ATM inhibitor,MEWO,esophageal,1.4596558007017555,8.093541389859675,0.04118096380465097,0
IL-2 inhibitor,PI3K inhibitor,A549,gastric,0.30240061536884816,0.18013858051860843,-6.757962815336189,0
TNF-alpha inhibitor,PARP inhibitor,HeLa,endometrium,2.2243525705882052,3.3681804575576075,-1.1369211553861227,0
ATM inhibitor,ALK inhibitor,SW480,soft tissue,1.9376632138705687,0.6579382183731813,3.698089427212585,0
KRAS inhibitor,Heat shock protein inhibitor,HeLa,pancreas,2.7115550432567925,0.2835411294480137,1.9670355831291158,0
EGFR inhibitor,Histone deacetylase inhibitor,A2780,soft tissue,0.37237244452702434,1.1591214844976143,3.8218660432479563,0
CDK4/6 inhibitor,ALK inhibitor,SK-MEL-2,stomach,0.43376438892167374,2.0654051754475944,14.143404426664835,1
Histone deacetylase inhibitor,Heat shock protein inhibitor,MDA-MB-453,gastric,4.422009488362917,0.9591444290619028,-9.839948094907559,0
DNA-PKcs inhibitor,FLT3 inhibitor,Huh-7,breast,2.77241111774242,0.11222114357629706,14.039530651898893,1
Heat shock protein inhibitor,MEK inhibitor,JIMT-1,esophageal,4.776906727891121,1.8298889752290728,-3.8074090336164037,0
ATM inhibitor,CDK4/6 inhibitor,SW480,pancreas,2.8435556052455615,4.653822705668396,2.8978173550268256,0
HER2 inhibitor,PD-L1 inhibitor,MDA-MB-453,ovarian,1.8184083319542306,0.9664707388183561,-6.222779469863024,0
ATM inhibitor,Histone deacetylase inhibitor,MCF-7,gastric,2.123400421117851,0.4875416200094418,4.7154423367261415,0
Topoisomerase inhibitor,ATM inhibitor,A375,melanoma,4.398756420399307,1.1688630447439305,-0.7943804568437898,0
TNF-alpha inhibitor,PDGFR inhibitor,SUM-159,bone,1.729327070408071,0.09914263158030373,1.903061033432465,0
Histone deacetylase inhibitor,PI3K inhibitor,RS4-11,endometrium,2.001472575862812,3.4350218124098757,-8.716006707658476,0
PDGFR inhibitor,PD-L1 inhibitor,COLO-829,melanoma,0.34033554670108573,3.5013211682372263,-7.248131728617024,0
PD-L1 inhibitor,BCL-2 inhibitor,HepG2,lung,1.2846086116333792,1.7734661089248769,1.3760550955130473,0
ATM inhibitor,Proteasome inhibitor,ZR-75-1,endometrium,2.520360601742857,0.8711360435225806,-9.670202169410146,0
PI3K inhibitor,ATM inhibitor,U87,colorectal,0.6320058938599711,3.2167106417535627,2.2531697884067423,0
Proteasome inhibitor,NF-kappa-B inhibitor,NALM-6,prostate,0.4519305084635853,1.6179558578874482,-9.790764719621329,0
PDGFR inhibitor,STAT3 inhibitor,A375,lung,0.7532504339505985,3.4966220481978527,6.914896149081194,1
CTLA-4 inhibitor,Proteasome inhibitor,MDA-MB-231,head and neck,0.5528266162686913,1.9964054977277614,-4.523591196522912,0
Proteasome inhibitor,CTLA-4 inhibitor,MV4-11,melanoma,0.4839205539850999,3.06871165245739,9.848587397161037,1
KRAS inhibitor,MEK inhibitor,HepG2,bone,1.1062517362328723,1.82540930518779,0.44047110483670515,0
EGFR inhibitor,NF-kappa-B inhibitor,NALM-6,liver,4.768425913537777,1.0693524982577571,-4.862871712205437,0
Topoisomerase inhibitor,PARP inhibitor,U87,urinary tract,1.4147341991172642,6.337594882863896,-8.380563278337467,0
JAK inhibitor,mTOR inhibitor,SW480,endometrium,0.41631378088851706,1.5579061683206585,-8.955311983776015,0
mTOR inhibitor,BRAF inhibitor,MOLT-4,urinary tract,0.1601907017768928,1.858192337963699,-1.1659596615617822,0
mTOR inhibitor,PROTAC degrader,CCRF-CEM,liver,2.382482689707693,0.4981734670821448,-2.1901696939883273,0
MCL-1 inhibitor,ATM inhibitor,ZR-75-1,renal,0.9651203132196539,1.9651323982046287,13.750086997439702,1
IL-2 inhibitor,HER2 inhibitor,A375,breast,3.4500448822432115,1.695431593007745,8.01456186410668,1
CDK4/6 inhibitor,PROTAC degrader,PC-3,endometrium,2.1547435597135283,0.40873780133903187,-3.6633131495368136,0
MET inhibitor,Proteasome inhibitor,PC-3,esophageal,3.181639134416646,0.12287248405749311,-4.028692326456537,0
PI3K inhibitor,JAK inhibitor,A431,melanoma,0.6347602237087439,1.8544977053136842,-9.603296461034988,0
Proteasome inhibitor,ATM inhibitor,MDA-MB-231,ovarian,2.3576430164048308,2.8852407598432426,-4.966641974550143,0
CDK4/6 inhibitor,mTOR inhibitor,HeLa,liver,0.6132187642673617,1.4821611815681837,4.640302362867413,0
BCL-2 inhibitor,FLT3 inhibitor,MV4-11,colorectal,5.596009318702108,0.514364255753828,3.103333643406332,0
JAK inhibitor,mTOR inhibitor,MCF-7,pancreas,2.0232603726475156,2.1963566258566187,-5.059328994486735,0
ALK inhibitor,HER2 inhibitor,A431,prostate,0.7846391810717189,0.16699307154142984,7.078238414588358,1
PDGFR inhibitor,BCL-2 inhibitor,HL60,gastric,0.6280845730326964,1.1661966818636078,2.7094511830324084,0
CTLA-4 inhibitor,Heat shock protein inhibitor,MEWO,stomach,0.42373123658539136,0.35673897319889397,-3.38088494874897,0
PD-L1 inhibitor,PDGFR inhibitor,MEWO,esophageal,2.372534021514961,0.40780728977822406,-9.730632043747736,0
FLT3 inhibitor,TNF-alpha inhibitor,K562,urinary tract,0.4936321270750408,0.4520302134673321,-8.8823430727204,0
PI3K inhibitor,EGFR inhibitor,A2780,colorectal,1.8092345942582926,0.9778251461834561,-2.3441091797694007,0
MET inhibitor,PARP inhibitor,MEWO,soft tissue,0.614776682018198,0.10500954137404687,12.223735076327985,1
MCL-1 inhibitor,MEK inhibitor,Huh-7,liver,2.1692350168233645,1.0143095422915185,0.39814313328301587,0
Heat shock protein inhibitor,Topoisomerase inhibitor,A431,prostate,3.374147430579269,1.4336811182721734,-8.936257128421456,0
Proteasome inhibitor,IL-2 inhibitor,U87,melanoma,3.0103832228677687,1.3205635662165136,-7.159586863122058,0
MEK inhibitor,Microtubule stabilizer,MV4-11,urinary tract,2.86133974825304,0.9650727959487726,1.5698471482527498,0
KRAS inhibitor,PARP inhibitor,HL60,ovarian,0.41582626466386696,3.6545238759782963,2.6215963993436713,0
JAK inhibitor,PARP inhibitor,OVCAR-3,endometrium,0.1850749380101596,0.31407195892211287,-0.7345812071711375,0
KRAS inhibitor,MEK inhibitor,A2780,liver,2.400950047314362,1.4092121423115367,-0.3336524555527518,0
ALK inhibitor,Microtubule stabilizer,HeLa,liver,0.918830849439558,0.1280989709773141,-9.57493824424923,0
PROTAC degrader,BRAF inhibitor,MOLT-4,ovarian,1.1324871992825711,0.14762826208784324,2.427953893722627,0
FLT3 inhibitor,Proteasome inhibitor,U87,gastric,0.06328908292260761,1.7060021508484982,1.8241281225624437,0
TNF-alpha inhibitor,HER2 inhibitor,CCRF-CEM,melanoma,0.6010657813564949,1.6695063988829757,-6.114472838449792,0
PD-L1 inhibitor,IL-2 inhibitor,MV4-11,breast,0.06851303045515957,4.208017934861908,0.630150799482605,0
BRAF inhibitor,DNA-PKcs inhibitor,ZR-75-1,colorectal,4.227002447873579,1.6323192721278295,-6.777180903625029,0
PARP inhibitor,PROTAC degrader,MDA-MB-231,renal,0.5578323659898912,6.427329870575044,-9.395047584227305,0
DNA-PKcs inhibitor,EGFR inhibitor,Caco-2,soft tissue,1.6298938077110077,0.09984078691583852,-6.982951861144341,0
BCL-2 inhibitor,DNA-PKcs inhibitor,A2780,pancreas,0.07951870336109192,0.2062985573367592,-7.320566848685507,0
PDGFR inhibitor,mTOR inhibitor,OVCAR-3,bone,2.1983092192290163,0.09013252232001011,-4.933780048977291,0
Histone deacetylase inhibitor,BCL-2 inhibitor,Caco-2,endometrium,0.7802487988646608,0.40981383422204104,-3.7232575423681284,0
PD-L1 inhibitor,STAT3 inhibitor,NALM-6,stomach,4.5639809893219345,1.5585874382785216,-2.3719166275343815,0
HER2 inhibitor,Heat shock protein inhibitor,MDA-MB-231,bone,4.380624446407483,2.0745011369763393,-2.848691867375078,0
HER2 inhibitor,PD-L1 inhibitor,A549,soft tissue,0.7869464530842719,0.09331371426792875,-5.939880910520659,0
ALK inhibitor,mTOR inhibitor,NALM-6,stomach,4.624481027622359,5.836464601468577,-9.562439971388883,0
NF-kappa-B inhibitor,MEK inhibitor,MCF-7,pancreas,11.123354472296745,3.6924149635517485,-0.923475666442739,0
PROTAC degrader,MET inhibitor,OVCAR-3,pancreas,3.4906947078845234,0.7036946091209195,5.664053534604974,1
JAK inhibitor,Proteasome inhibitor,JIMT-1,gastric,3.7270009837040603,0.16065847959723786,-5.519917639186755,0
CDK4/6 inhibitor,MEK inhibitor,HeLa,lung,0.5727225198418696,0.3723870621674786,3.004115642457684,0
PARP inhibitor,ATM inhibitor,MEWO,liver,1.719359597021331,0.27151210498967454,1.2011496169723976,0
PDGFR inhibitor,MET inhibitor,SK-MEL-2,colorectal,0.1392488145146022,0.2631438371228678,9.427359277064582,1
Heat shock protein inhibitor,MET inhibitor,MDA-MB-231,gastric,0.19945932369610936,1.4619543472751453,-2.5752580793130857,0
PI3K inhibitor,FLT3 inhibitor,KG-1,colorectal,13.611502439778564,0.5643212010594189,7.459997403067952,1
Proteasome inhibitor,BCL-2 inhibitor,MCF-7,esophageal,0.7909481188191786,0.8867692519376058,0.44332154181908656,0
PROTAC degrader,BRAF inhibitor,MDA-MB-453,esophageal,2.758112535258224,9.113776184457235,-6.908893300942371,0
PDGFR inhibitor,Histone deacetylase inhibitor,U87,urinary tract,3.286662235463189,2.3060160376435577,-3.3815549636242483,0
STAT3 inhibitor,JAK inhibitor,JIMT-1,stomach,3.9041842302866505,5.951101281159521,-9.024988165766672,0
EGFR inhibitor,mTOR inhibitor,MCF-7,breast,12.088294372086468,0.30760011101690216,2.379626036344737,0
PD-L1 inhibitor,FLT3 inhibitor,JIMT-1,endometrium,0.5528156927931942,0.9629850688540578,-8.110890384287492,0
PD-L1 inhibitor,PI3K inhibitor,OVCAR-3,renal,0.08237501191388588,1.6181569782139775,3.546462605739645,0
MCL-1 inhibitor,Histone deacetylase inhibitor,NALM-6,ovarian,1.0593086121827655,0.15972791472624923,2.963459033923357,0
NF-kappa-B inhibitor,PDGFR inhibitor,U87,urinary tract,0.27870959114791277,0.00839247104463667,-3.031258533411309,0
STAT3 inhibitor,EGFR inhibitor,MOLT-4,pancreas,0.04536234656509583,2.219959308891726,1.16552306455986,0
Proteasome inhibitor,EGFR inhibitor,NALM-6,soft tissue,0.8939084850506658,2.05343655321216,-0.7083238927277016,0
DNA-PKcs inhibitor,MCL-1 inhibitor,ZR-75-1,esophageal,3.062531608716122,1.0579412054399708,2.0461346350661724,0
NF-kappa-B inhibitor,KRAS inhibitor,A549,prostate,1.6702543416064919,1.345293813085144,-3.522923488211319,0
FLT3 inhibitor,CDK4/6 inhibitor,MCF-7,stomach,0.7501957583088328,1.0738019691807457,8.523088842091783,1
JAK inhibitor,CDK4/6 inhibitor,SW480,liver,2.124610895899333,0.04859572296171013,-3.06314774402278,0
MET inhibitor,PROTAC degrader,NALM-6,colorectal,0.5279784367835099,0.8170544017175703,4.114486817641907,0
PDGFR inhibitor,STAT3 inhibitor,A549,prostate,0.02897172274407869,0.3897980582094168,7.685000761974954,1
BRAF inhibitor,ALK inhibitor,U87,soft tissue,2.8908439926698204,0.20722229139925516,-3.0607109209940573,0
EGFR inhibitor,MEK inhibitor,MDA-MB-453,head and neck,1.954966167977932,6.280149339327966,1.776077923452691,0
PD-L1 inhibitor,CDK4/6 inhibitor,COLO-829,colorectal,2.873513891818843,1.829382648428364,2.3236653764125688,0
NF-kappa-B inhibitor,PROTAC degrader,SW480,lung,0.07943274665532946,2.608737875791016,8.962772624917006,1
STAT3 inhibitor,KRAS inhibitor,A2780,urinary tract,3.6294785213858005,0.7577351876481495,11.938633423283946,1
Histone deacetylase inhibitor,CDK4/6 inhibitor,MEWO,gastric,1.93267592182792,0.9989378105342606,-2.983626535636307,0
NF-kappa-B inhibitor,Heat shock protein inhibitor,CCRF-CEM,lung,1.6574543721485042,0.5407952756893024,4.5210875436451765,0
BCL-2 inhibitor,Heat shock protein inhibitor,A549,stomach,1.9596011545043717,0.20398941927636227,1.2947928955877774,0
Histone deacetylase inhibitor,BCL-2 inhibitor,OVCAR-3,stomach,3.9965822338664396,0.3945414110476706,2.1674390581869822,0
Microtubule stabilizer,JAK inhibitor,U87,lung,1.7683079213838895,3.1941695086596855,-9.507617517711399,0
BRAF inhibitor,BCL-2 inhibitor,U251,stomach,1.739531881967638,2.263588368822698,-2.982108060487602,0
ALK inhibitor,PI3K inhibitor,MEWO,liver,9.351004421574105,1.583412318337563,-0.3006829951366701,0
ATM inhibitor,Histone deacetylase inhibitor,KG-1,urinary tract,2.8271680562393993,1.2890564349149425,2.450490254421121,0
ALK inhibitor,Topoisomerase inhibitor,CCRF-CEM,soft tissue,1.1678459766691784,5.113259498215055,5.4220046858129844,1
Proteasome inhibitor,BCL-2 inhibitor,NALM-6,melanoma,2.4578770753124357,0.15103165911722172,2.7865832846280956,0
CDK4/6 inhibitor,IL-2 inhibitor,MOLT-4,esophageal,0.9860711900962171,0.6586777563207812,-1.7739859488713243,0
PD-L1 inhibitor,CDK4/6 inhibitor,A431,prostate,0.5198107824083489,0.8613746215431589,-7.040290441359101,0
PD-L1 inhibitor,STAT3 inhibitor,HL60,gastric,1.8169024668376625,3.0504307866758915,-5.2411717532545,0
JAK inhibitor,TNF-alpha inhibitor,OVCAR-3,esophageal,5.267243008232469,9.789607031668986,-5.771056723726589,0
IL-2 inhibitor,Microtubule stabilizer,K562,prostate,5.294084811731123,0.550638982756573,-2.0371144856728627,0
ATM inhibitor,PROTAC degrader,A549,renal,0.836812807540526,4.147831022890391,-9.224714801333022,0
TNF-alpha inhibitor,FLT3 inhibitor,RS4-11,soft tissue,1.5001863849741452,3.551253729785318,-7.621957622501148,0
PARP inhibitor,ATM inhibitor,SK-MEL-2,stomach,0.47559047637512664,0.5089005595057107,2.190395650636736,0
ATM inhibitor,BCL-2 inhibitor,A2780,stomach,10.866492384029632,1.019427751304753,-8.010940138797833,0
mTOR inhibitor,Topoisomerase inhibitor,PC-3,melanoma,7.939082624648624,1.0541568738232674,-6.499055958128095,0
NF-kappa-B inhibitor,KRAS inhibitor,MDA-MB-453,esophageal,2.096840099772192,7.653587712928802,-3.1994409159376405,0
KRAS inhibitor,PARP inhibitor,A549,prostate,3.263510807413153,0.399078430580872,-2.2431866783000434,0
HER2 inhibitor,TNF-alpha inhibitor,MV4-11,endometrium,2.511235207169576,3.2104732116383348,1.4541571942123799,0
EGFR inhibitor,ALK inhibitor,ZR-75-1,prostate,1.7986618273780364,0.8135100218697903,-3.2900136000071836,0
PROTAC degrader,FLT3 inhibitor,RS4-11,liver,0.10964745278393492,2.6251240590719855,10.79129804035049,1
DNA-PKcs inhibitor,Histone deacetylase inhibitor,MCF-7,lung,1.2130743575809038,1.0894922970904337,-0.724805394318139,0
Histone deacetylase inhibitor,MCL-1 inhibitor,HepG2,endometrium,2.2465455618782633,1.7272056955616404,-8.303503908642663,0
MCL-1 inhibitor,Histone deacetylase inhibitor,MDA-MB-231,prostate,2.2635003501952657,3.5748789078052865,-7.655028424107421,0
IL-2 inhibitor,CDK4/6 inhibitor,K562,esophageal,0.9340086422926958,3.2609713920670957,-3.444494118253438,0
MET inhibitor,IL-2 inhibitor,HepG2,head and neck,5.684031489903096,4.026157124852698,-4.046659103664406,0
BCL-2 inhibitor,Heat shock protein inhibitor,MDA-MB-453,ovarian,0.3663006776461169,0.12293677172784434,11.041739381725918,1
CTLA-4 inhibitor,Proteasome inhibitor,HepG2,ovarian,1.3877326630362796,2.3556392854516455,-1.2889429030397217,0
IL-2 inhibitor,MET inhibitor,SUM-159,colorectal,2.3480771842829475,0.30161642322359905,-4.17800378496626,0
BRAF inhibitor,PD-L1 inhibitor,PC-3,bone,2.388941556419437,1.0750873464017279,-7.438595748244215,0
ATM inhibitor,Proteasome inhibitor,K562,soft tissue,2.091881941964144,1.5907515009003133,-6.597443465117573,0
PARP inhibitor,IL-2 inhibitor,CCRF-CEM,pancreas,0.6439624779228672,1.0308037736291078,-1.3674847229641145,0
PARP inhibitor,PI3K inhibitor,K562,liver,0.33969512794191453,1.4663209868152987,-3.6484179265031127,0
EGFR inhibitor,TNF-alpha inhibitor,SUM-159,prostate,2.020874974984779,11.325075007210891,-2.276087367089919,0
TNF-alpha inhibitor,PDGFR inhibitor,A549,gastric,1.829095084921282,0.29055406667915096,-7.439838470466495,0
Topoisomerase inhibitor,BCL-2 inhibitor,U251,endometrium,0.39533178729314744,2.250668597004573,-0.056406214831513424,0
Histone deacetylase inhibitor,Topoisomerase inhibitor,A549,colorectal,2.4425034276369773,1.0083653620495725,2.788081112839505,0
mTOR inhibitor,Proteasome inhibitor,COLO-829,soft tissue,1.2145702305755586,0.2854552087000837,-6.130907398196491,0
CDK4/6 inhibitor,ATM inhibitor,HepG2,esophageal,2.20379892062243,0.34570132734730624,-2.6272866125226013,0
PI3K inhibitor,PARP inhibitor,COLO-829,liver,3.6325192818455805,5.962598120437668,4.632909935313526,0
TNF-alpha inhibitor,Proteasome inhibitor,A375,breast,0.3720048744446024,4.233896354690996,-5.001373891739085,0
FLT3 inhibitor,PDGFR inhibitor,MDA-MB-231,stomach,0.03866100824128207,4.751214149805556,-1.0743048261435817,0
ALK inhibitor,CTLA-4 inhibitor,SUM-159,bone,3.020113754141812,9.543105097269025,-8.647064496996334,0
CDK4/6 inhibitor,IL-2 inhibitor,MDA-MB-453,breast,1.8816660154384794,0.46718437237191945,-0.9097749628083527,0
Microtubule stabilizer,ATM inhibitor,K562,stomach,2.405544181756002,0.8783726749397677,-8.65552340043073,0
NF-kappa-B inhibitor,PDGFR inhibitor,NALM-6,esophageal,3.642232074700217,2.2125976889339727,4.38853152985733,0
ATM inhibitor,MET inhibitor,KG-1,stomach,3.2471845775590706,1.3225318240263813,0.7349397810846714,0
FLT3 inhibitor,PROTAC degrader,MDA-MB-453,soft tissue,6.484296423016382,1.0839087133403467,1.8223968220355964,0
Proteasome inhibitor,TNF-alpha inhibitor,JIMT-1,endometrium,1.5354616405525263,0.8857460287055204,0.5615654115745521,0
NF-kappa-B inhibitor,FLT3 inhibitor,COLO-829,colorectal,1.3407983106552035,1.8017238997760014,-1.1540644588530142,0
