drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label,drug_pair_hash,tissue_synergy_rate,sensitivity_diff,sensitivity_product
histone deacetylase inhibitor,topoisomerase inhibitor,a2780,prostate,1.2481324329329626,3.0600482823771,-8.11296495480923,0,7489667101069128672,0.14516129032258066,1.8119158494441374,3.819345507575663
parp inhibitor,kras inhibitor,sk-mel-2,pancreas,2.565582955705842,0.648883684960762,-1.1600253257840798,0,-9197009135364566512,0.09259259259259259,1.91669927074508,1.6647649223709302
pd-l1 inhibitor,mtor inhibitor,hela,breast,2.138472936750616,5.656377740795594,-2.122887223455555,0,-4770767609385662717,0.2318840579710145,3.517904804044978,12.096010718729968
heat shock protein inhibitor,alk inhibitor,huh-7,ovarian,2.467254054813333,0.2655681243044527,-6.955096612132042,0,-6158315004439606834,0.13793103448275862,2.2016859305088805,0.6552240315193322
protac degrader,mcl-1 inhibitor,a375,ovarian,0.0167977074242335,4.1610221247649495,-3.2219643302158323,0,-7092388258034373613,0.13793103448275862,4.144224417340716,0.06989563223756405
bcl-2 inhibitor,atm inhibitor,huh-7,breast,0.4909506172606859,7.076802420323532,5.460691696754676,1,-2121158878931062628,0.2318840579710145,6.585851803062846,3.474360516489754
her2 inhibitor,pi3k inhibitor,zr-75-1,breast,2.167551522942474,0.3899712733624854,-1.1436084533816295,0,-5778730934870488768,0.2318840579710145,1.7775802495799888,0.8452828274806711
cdk4/6 inhibitor,her2 inhibitor,ovcar-3,prostate,1.323255818820049,2.560743669106824,-8.546240093995078,0,-619236851582172955,0.14516129032258066,1.2374878502867752,3.388518960652207
jak inhibitor,met inhibitor,mda-mb-453,ovarian,0.0106552847709464,0.0822389083014661,-1.7796775415629735,0,-5182243426884812759,0.13793103448275862,0.0715836235305197,0.0008762789872038692
met inhibitor,alk inhibitor,huh-7,renal,3.26433499098281,1.039809513080023,0.5410744893438029,0,-2871290941002043962,0.0851063829787234,2.224525477902787,3.3942865775039164
protac degrader,mek inhibitor,u87,pancreas,2.9639334579677548,1.452511745116336,1.8905510867112716,0,-2047697978384539556,0.09259259259259259,1.5114217128514187,4.30514815944144
cdk4/6 inhibitor,bcl-2 inhibitor,mda-mb-453,prostate,1.5900017623244698,1.7380760022316517,-0.5632363204859985,0,-2957327782559914039,0.14516129032258066,0.14807423990718194,2.7635439066021954
met inhibitor,kras inhibitor,huh-7,bone,0.1375500599528558,5.495784359757096,9.340488684781809,1,-5301386852952770866,0.10416666666666667,5.35823429980424,0.7559454681725557
pdgfr inhibitor,histone deacetylase inhibitor,mcf-7,stomach,2.9092753118199584,2.231012506695971,13.194278536703653,1,5248536309166475394,0.06557377049180328,0.6782628051239872,6.490629606092148
nf-kappa-b inhibitor,alk inhibitor,a549,breast,1.7527635291834365,1.3127741815146354,0.1601276912227458,0,-294141564414819841,0.2318840579710145,0.43998934766880105,2.30098270741249
ctla-4 inhibitor,proteasome inhibitor,a2780,head and neck,3.0461532840505616,3.318044664674089,-9.6335967558905,0,-7760142339834001748,0.11864406779661017,0.27189138062352747,10.10727265192342
dna-pkcs inhibitor,cdk4/6 inhibitor,ccrf-cem,prostate,2.7866137218140863,6.012891757812204,-3.823784986146352,0,7413151423271512635,0.14516129032258066,3.2262780359981176,16.75560668010231
protac degrader,topoisomerase inhibitor,hela,gastric,3.249124135703862,0.0446264958484853,-5.005746295564401,0,5863016798233955238,0.05172413793103448,3.2044976398553766,0.14499702475320178
proteasome inhibitor,atm inhibitor,mewo,esophageal,1.4596558007017555,8.093541389859675,0.0411809638046509,0,133236649199439533,0.045454545454545456,6.63388558915792,11.813784637928423
il-2 inhibitor,pi3k inhibitor,a549,gastric,0.3024006153688481,0.1801385805186084,-6.757962815336189,0,4556407194466610458,0.05172413793103448,0.1222620348502397,0.05447401760049797
tnf-alpha inhibitor,parp inhibitor,hela,endometrium,2.224352570588205,3.3681804575576075,-1.1369211553861227,0,8937488584683696530,0.08196721311475409,1.1438278869694027,7.49202085897322
atm inhibitor,alk inhibitor,sw480,soft tissue,1.9376632138705687,0.6579382183731813,3.698089427212585,0,9194382039447126609,0.13636363636363635,1.2797249954973875,1.2748626827412546
kras inhibitor,heat shock protein inhibitor,hela,pancreas,2.7115550432567925,0.2835411294480137,1.967035583129116,0,865101175403245982,0.09259259259259259,2.428013913808779,0.7688373795254886
egfr inhibitor,histone deacetylase inhibitor,a2780,soft tissue,0.3723724445270243,1.1591214844976143,3.821866043247956,0,1018706046361776971,0.13636363636363635,0.7867490399705901,0.43162490068616993
cdk4/6 inhibitor,alk inhibitor,sk-mel-2,stomach,0.4337643889216737,2.0654051754475944,14.143404426664835,1,436370451778293388,0.06557377049180328,1.6316407865259208,0.895899213803688
histone deacetylase inhibitor,heat shock protein inhibitor,mda-mb-453,gastric,4.422009488362917,0.9591444290619028,-9.83994809490756,0,5990970410174428550,0.05172413793103448,3.4628650593010146,4.241345766022167
dna-pkcs inhibitor,flt3 inhibitor,huh-7,breast,2.77241111774242,0.112221143576297,14.039530651898891,1,-6240138395412781377,0.2318840579710145,2.6601899741661232,0.3111231460966942
heat shock protein inhibitor,mek inhibitor,jimt-1,esophageal,4.776906727891121,1.8298889752290728,-3.807409033616404,0,2887581038622226828,0.045454545454545456,2.947017752662048,8.741208957065547
atm inhibitor,cdk4/6 inhibitor,sw480,pancreas,2.843555605245561,4.653822705668396,2.8978173550268256,0,2223317113779154878,0.09259259259259259,1.8102671004228346,13.233403640522429
her2 inhibitor,pd-l1 inhibitor,mda-mb-453,ovarian,1.8184083319542304,0.966470738818356,-6.222779469863024,0,8532789876860043377,0.13793103448275862,0.8519375931358744,1.7574384440572592
atm inhibitor,histone deacetylase inhibitor,mcf-7,gastric,2.123400421117851,0.4875416200094418,4.7154423367261415,0,4758535604354231232,0.05172413793103448,1.6358588011084092,1.035246081240528
topoisomerase inhibitor,atm inhibitor,a375,melanoma,4.398756420399307,1.1688630447439303,-0.7943804568437898,0,-2005391142581163073,0.12903225806451613,3.2298933756553767,5.141543822634846
tnf-alpha inhibitor,pdgfr inhibitor,sum-159,bone,1.729327070408071,0.0991426315803037,1.903061033432465,0,1750017167146967045,0.10416666666666667,1.6301844388277673,0.1714500366233133
histone deacetylase inhibitor,pi3k inhibitor,rs4-11,endometrium,2.001472575862812,3.435021812409876,-8.716006707658476,0,2753824590555022040,0.08196721311475409,1.4335492365470643,6.875101955028939
pdgfr inhibitor,pd-l1 inhibitor,colo-829,melanoma,0.3403355467010857,3.5013211682372263,-7.248131728617024,0,-3106965457338016781,0.12903225806451613,3.1609856215361405,1.1916240539681004
pd-l1 inhibitor,bcl-2 inhibitor,hepg2,lung,1.2846086116333792,1.7734661089248769,1.3760550955130473,0,3367288204123047495,0.2826086956521739,0.48885749729149763,2.2782098359648373
atm inhibitor,proteasome inhibitor,zr-75-1,endometrium,2.520360601742857,0.8711360435225806,-9.670202169410146,0,5950820201884035970,0.08196721311475409,1.6492245582202765,2.1955769628524626
pi3k inhibitor,atm inhibitor,u87,colorectal,0.6320058938599711,3.2167106417535627,2.2531697884067423,0,7257647966030620638,0.23529411764705882,2.584704747893592,2.0329800844303416
proteasome inhibitor,nf-kappa-b inhibitor,nalm-6,prostate,0.4519305084635853,1.6179558578874482,-9.790764719621327,0,698635169462751731,0.14516129032258066,1.166025349423863,0.7312036135267108
pdgfr inhibitor,stat3 inhibitor,a375,lung,0.7532504339505985,3.4966220481978527,6.914896149081194,1,-411145660655123131,0.2826086956521739,2.743371614247254,2.6338320751662634
ctla-4 inhibitor,proteasome inhibitor,mda-mb-231,head and neck,0.5528266162686913,1.9964054977277612,-4.523591196522912,0,-7760142339834001748,0.11864406779661017,1.4435788814590698,1.1036660960090507
proteasome inhibitor,ctla-4 inhibitor,mv4-11,melanoma,0.4839205539850999,3.06871165245739,9.848587397161037,1,6387737331036374940,0.12903225806451613,2.58479109847229,1.4850126428777115
kras inhibitor,mek inhibitor,hepg2,bone,1.1062517362328723,1.82540930518779,0.4404711048367051,0,5012145593431107740,0.10416666666666667,0.7191575689549177,2.0193622131996336
egfr inhibitor,nf-kappa-b inhibitor,nalm-6,liver,4.768425913537777,1.0693524982577571,-4.862871712205437,0,1643103064194114363,0.1527777777777778,3.6990734152800195,5.09912816339865
topoisomerase inhibitor,parp inhibitor,u87,urinary tract,1.4147341991172642,6.337594882863896,-8.380563278337467,0,3273230445776135490,0.1,4.922860683746632,8.966012220938126
jak inhibitor,mtor inhibitor,sw480,endometrium,0.416313780888517,1.5579061683206583,-8.955311983776015,0,2766538857708018222,0.08196721311475409,1.1415923874321412,0.6485778072031156
mtor inhibitor,braf inhibitor,molt-4,urinary tract,0.1601907017768928,1.858192337963699,-1.1659596615617822,0,-136593397406242283,0.1,1.6980016361868062,0.2976651346548501
mtor inhibitor,protac degrader,ccrf-cem,liver,2.382482689707693,0.4981734670821448,-2.1901696939883277,0,-305674444733842875,0.1527777777777778,1.8843092226255482,1.1868896617948754
mcl-1 inhibitor,atm inhibitor,zr-75-1,renal,0.965120313219654,1.9651323982046287,13.750086997439702,1,-12554883350385595,0.0851063829787234,1.0000120849849747,1.896589195673341
il-2 inhibitor,her2 inhibitor,a375,breast,3.4500448822432115,1.695431593007745,8.01456186410668,1,5929744629963667168,0.2318840579710145,1.7546132892354664,5.849315090649826
cdk4/6 inhibitor,protac degrader,pc-3,endometrium,2.1547435597135283,0.4087378013390318,-3.6633131495368136,0,8326019660744720118,0.08196721311475409,1.7460057583744963,0.8807251450467464
met inhibitor,proteasome inhibitor,pc-3,esophageal,3.181639134416646,0.1228724840574931,-4.028692326456537,0,7803909229293411325,0.045454545454545456,3.0587666503591526,0.39093590382030546
pi3k inhibitor,jak inhibitor,a431,melanoma,0.6347602237087439,1.854497705313684,-9.603296461034988,0,-2031609391567699289,0.12903225806451613,1.2197374816049402,1.177161378292266
proteasome inhibitor,atm inhibitor,mda-mb-231,ovarian,2.3576430164048308,2.8852407598432426,-4.966641974550143,0,133236649199439533,0.13793103448275862,0.5275977434384118,6.802367728090989
cdk4/6 inhibitor,mtor inhibitor,hela,liver,0.6132187642673617,1.4821611815681837,4.640302362867413,0,8231403034753427854,0.1527777777777778,0.868942417300822,0.9088890482062942
bcl-2 inhibitor,flt3 inhibitor,mv4-11,colorectal,5.596009318702108,0.514364255753828,3.103333643406332,0,-6222392550696235419,0.23529411764705882,5.0816450629482794,2.878387168405696
jak inhibitor,mtor inhibitor,mcf-7,pancreas,2.023260372647516,2.1963566258566187,-5.059328994486735,0,2766538857708018222,0.09259259259259259,0.1730962532091027,4.443801325297503
alk inhibitor,her2 inhibitor,a431,prostate,0.7846391810717189,0.1669930715414298,7.078238414588358,1,-8877142088944107090,0.14516129032258066,0.6176461095302891,0.13102930689891845
pdgfr inhibitor,bcl-2 inhibitor,hl60,gastric,0.6280845730326964,1.1661966818636078,2.7094511830324084,0,-81378968910320177,0.05172413793103448,0.5381121088309114,0.7324701450004514
ctla-4 inhibitor,heat shock protein inhibitor,mewo,stomach,0.4237312365853913,0.3567389731988939,-3.38088494874897,0,-360594915080264782,0.06557377049180328,0.06699226338649739,0.15116144625177008
pd-l1 inhibitor,pdgfr inhibitor,mewo,esophageal,2.372534021514961,0.407807289778224,-9.730632043747736,0,-500872439627684473,0.045454545454545456,1.9647267317367367,0.9675366692206467
flt3 inhibitor,tnf-alpha inhibitor,k562,urinary tract,0.4936321270750408,0.4520302134673321,-8.8823430727204,0,6626667008870681732,0.1,0.04160191360770871,0.22313663577606388
pi3k inhibitor,egfr inhibitor,a2780,colorectal,1.8092345942582928,0.977825146183456,-2.3441091797694007,0,8691893289180622901,0.23529411764705882,0.8314094480748369,1.7691150816107808
met inhibitor,parp inhibitor,mewo,soft tissue,0.614776682018198,0.1050095413740468,12.223735076327984,1,1317753406308067886,0.13636363636363635,0.5097671406441512,0.06455741742618919
mcl-1 inhibitor,mek inhibitor,huh-7,liver,2.1692350168233645,1.0143095422915185,0.3981431332830158,0,-1696002074752442831,0.1527777777777778,1.154925474531846,2.200275777036841
heat shock protein inhibitor,topoisomerase inhibitor,a431,prostate,3.374147430579269,1.4336811182721734,-8.936257128421456,0,-7394364359940760618,0.14516129032258066,1.9404663123070955,4.837451461488067
proteasome inhibitor,il-2 inhibitor,u87,melanoma,3.0103832228677687,1.3205635662165136,-7.159586863122058,0,6197029073765038525,0.12903225806451613,1.689819656651255,3.9754024044686225
mek inhibitor,microtubule stabilizer,mv4-11,urinary tract,2.86133974825304,0.9650727959487726,1.5698471482527498,0,737296567808468923,0.1,1.8962669523042675,2.7614011510059187
kras inhibitor,parp inhibitor,hl60,ovarian,0.4158262646638669,3.654523875978296,2.6215963993436717,0,-6552635109126183696,0.13793103448275862,3.238697611314429,1.5196470124729715
jak inhibitor,parp inhibitor,ovcar-3,endometrium,0.1850749380101596,0.3140719589221128,-0.7345812071711375,0,-1329754087560533761,0.08196721311475409,0.12899702091195323,0.05812684832823942
kras inhibitor,mek inhibitor,a2780,liver,2.400950047314362,1.409212142311537,-0.3336524555527518,0,5012145593431107740,0.1527777777777778,0.9917379050028252,3.383447959758858
alk inhibitor,microtubule stabilizer,hela,liver,0.918830849439558,0.1280989709773141,-9.57493824424923,0,-1582830887740133776,0.1527777777777778,0.7907318784622439,0.11770128631541879
protac degrader,braf inhibitor,molt-4,ovarian,1.1324871992825711,0.1476282620878432,2.427953893722627,0,8920926945661439691,0.13793103448275862,0.984858937194728,0.1671871170668149
flt3 inhibitor,proteasome inhibitor,u87,gastric,0.0632890829226076,1.7060021508484982,1.824128122562444,0,4816142628516313588,0.05172413793103448,1.6427130679258906,0.10797131159119752
tnf-alpha inhibitor,her2 inhibitor,ccrf-cem,melanoma,0.6010657813564949,1.6695063988829757,-6.114472838449792,0,3601491168656374168,0.12903225806451613,1.068440617526481,1.0034831681242637
pd-l1 inhibitor,il-2 inhibitor,mv4-11,breast,0.0685130304551595,4.208017934861908,0.630150799482605,0,745175114951226936,0.2318840579710145,4.139504904406748,0.28830406092705124
braf inhibitor,dna-pkcs inhibitor,zr-75-1,colorectal,4.227002447873579,1.6323192721278297,-6.777180903625029,0,3935455952570020155,0.23529411764705882,2.5946831757457494,6.899817558995554
parp inhibitor,protac degrader,mda-mb-231,renal,0.5578323659898912,6.427329870575044,-9.395047584227305,0,-8488405975444904927,0.0851063829787234,5.869497504585153,3.585372628700378
dna-pkcs inhibitor,egfr inhibitor,caco-2,soft tissue,1.6298938077110077,0.0998407869158385,-6.982951861144341,0,-873294134261126222,0.13636363636363635,1.5300530207951692,0.16272988035111938
bcl-2 inhibitor,dna-pkcs inhibitor,a2780,pancreas,0.0795187033610919,0.2062985573367592,-7.320566848685507,0,3340066029720277513,0.09259259259259259,0.1267798539756673,0.016404593784682963
pdgfr inhibitor,mtor inhibitor,ovcar-3,bone,2.1983092192290163,0.0901325223200101,-4.933780048977291,0,7227626172920958888,0.10416666666666667,2.1081766969090063,0.1981391547684433
histone deacetylase inhibitor,bcl-2 inhibitor,caco-2,endometrium,0.7802487988646608,0.409813834222041,-3.723257542368128,0,-5699340417071850874,0.08196721311475409,0.3704349646426198,0.3197567519098687
pd-l1 inhibitor,stat3 inhibitor,nalm-6,stomach,4.563980989321935,1.5585874382785216,-2.371916627534381,0,-7587727392151406885,0.06557377049180328,3.0053935510434138,7.113363438499148
her2 inhibitor,heat shock protein inhibitor,mda-mb-231,bone,4.380624446407483,2.0745011369763398,-2.848691867375078,0,4712423576597630448,0.10416666666666667,2.306123309431143,9.087610394738672
her2 inhibitor,pd-l1 inhibitor,a549,soft tissue,0.7869464530842719,0.0933137142679287,-5.939880910520659,0,8532789876860043377,0.13636363636363635,0.6936327388163432,0.07343289646726571
alk inhibitor,mtor inhibitor,nalm-6,stomach,4.624481027622359,5.836464601468577,-9.562439971388883,0,1772112820640991606,0.06557377049180328,1.2119835738462177,26.990619817880926
nf-kappa-b inhibitor,mek inhibitor,mcf-7,pancreas,11.123354472296745,3.692414963551749,-0.923475666442739,0,-4059313635628011049,0.09259259259259259,7.430939508744996,41.07204049839877
protac degrader,met inhibitor,ovcar-3,pancreas,3.4906947078845234,0.7036946091209195,5.664053534604974,1,-9002840148162402325,0.09259259259259259,2.787000098763604,2.456383048025262
jak inhibitor,proteasome inhibitor,jimt-1,gastric,3.72700098370406,0.1606584795972378,-5.519917639186755,0,-8107430380677329831,0.05172413793103448,3.566342504106822,0.5987743114993039
cdk4/6 inhibitor,mek inhibitor,hela,lung,0.5727225198418696,0.3723870621674786,3.004115642457684,0,5960521730605644731,0.2826086956521739,0.20033545767439104,0.21327445660106928
parp inhibitor,atm inhibitor,mewo,liver,1.719359597021331,0.2715121049896745,1.2011496169723976,0,-1747022998130705639,0.1527777777777778,1.4478474920316564,0.46682694342146
pdgfr inhibitor,met inhibitor,sk-mel-2,colorectal,0.1392488145146022,0.2631438371228678,9.427359277064582,1,-2501361023218908934,0.23529411764705882,0.12389502260826563,0.03664246736618291
heat shock protein inhibitor,met inhibitor,mda-mb-231,gastric,0.1994593236961093,1.4619543472751453,-2.5752580793130857,0,-5478476366537717913,0.05172413793103448,1.262495023579036,0.2916004253820874
pi3k inhibitor,flt3 inhibitor,kg-1,colorectal,13.611502439778564,0.5643212010594189,7.459997403067952,1,-5638898261680244735,0.23529411764705882,13.047181238719144,7.681259405039049
proteasome inhibitor,bcl-2 inhibitor,mcf-7,esophageal,0.7909481188191786,0.8867692519376058,0.4433215418190865,0,-6876008748494408370,0.045454545454545456,0.09582113311842722,0.7013884716467396
protac degrader,braf inhibitor,mda-mb-453,esophageal,2.758112535258224,9.113776184457237,-6.908893300942371,0,8920926945661439691,0.045454545454545456,6.355663649199013,25.13682033788937
pdgfr inhibitor,histone deacetylase inhibitor,u87,urinary tract,3.286662235463189,2.3060160376435577,-3.3815549636242483,0,5248536309166475394,0.1,0.9806461978196315,7.579095825295541
stat3 inhibitor,jak inhibitor,jimt-1,stomach,3.9041842302866505,5.951101281159521,-9.024988165766672,0,-7291463223044013638,0.06557377049180328,2.0469170508728705,23.234195774741686
egfr inhibitor,mtor inhibitor,mcf-7,breast,12.088294372086468,0.3076001110169021,2.379626036344737,0,-4414735472340019981,0.2318840579710145,11.780694261069566,3.7183606908587903
pd-l1 inhibitor,flt3 inhibitor,jimt-1,endometrium,0.5528156927931942,0.9629850688540578,-8.110890384287492,0,-2997690106261262544,0.08196721311475409,0.41016937606086357,0.5323532579880578
pd-l1 inhibitor,pi3k inhibitor,ovcar-3,renal,0.0823750119138858,1.6181569782139775,3.546462605739645,0,1994885377291435699,0.0851063829787234,1.5357819663000918,0.13329570035891383
mcl-1 inhibitor,histone deacetylase inhibitor,nalm-6,ovarian,1.0593086121827655,0.1597279147262492,2.963459033923357,0,157099509694297312,0.13793103448275862,0.8995806974565164,0.16920115567551014
nf-kappa-b inhibitor,pdgfr inhibitor,u87,urinary tract,0.2787095911479127,0.0083924710446366,-3.031258533411309,0,7188186554819654308,0.1,0.27031712010327613,0.002339062173571363
stat3 inhibitor,egfr inhibitor,molt-4,pancreas,0.0453623465650958,2.219959308891726,1.16552306455986,0,-4372371583101471901,0.09259259259259259,2.1745969623266306,0.10070256353035704
proteasome inhibitor,egfr inhibitor,nalm-6,soft tissue,0.8939084850506658,2.05343655321216,-0.7083238927277016,0,-2058258947819020994,0.13636363636363635,1.1595280681614943,1.8355843584295428
dna-pkcs inhibitor,mcl-1 inhibitor,zr-75-1,esophageal,3.062531608716122,1.0579412054399708,2.0461346350661724,0,-1996357699409419689,0.045454545454545456,2.004590403276151,3.239978381823147
nf-kappa-b inhibitor,kras inhibitor,a549,prostate,1.670254341606492,1.345293813085144,-3.522923488211319,0,1056824791598050831,0.14516129032258066,0.32496052852134816,2.2469828320418146
flt3 inhibitor,cdk4/6 inhibitor,mcf-7,stomach,0.7501957583088328,1.0738019691807457,8.523088842091783,1,7793350464986460503,0.06557377049180328,0.3236062108719129,0.8055616825430674
jak inhibitor,cdk4/6 inhibitor,sw480,liver,2.124610895899333,0.0485957229617101,-3.06314774402278,0,5630956383697508798,0.1527777777777778,2.076015172937623,0.10324700249855469
met inhibitor,protac degrader,nalm-6,colorectal,0.5279784367835099,0.8170544017175703,4.114486817641907,0,-968839972940719310,0.23529411764705882,0.2890759649340604,0.43138710578592865
pdgfr inhibitor,stat3 inhibitor,a549,prostate,0.0289717227440786,0.3897980582094168,7.685000761974954,1,-411145660655123131,0.14516129032258066,0.3608263354653382,0.011293121268623436
braf inhibitor,alk inhibitor,u87,soft tissue,2.8908439926698204,0.2072222913992551,-3.0607109209940573,0,-1479403882583974358,0.13636363636363635,2.683621701270565,0.5990473162388116
egfr inhibitor,mek inhibitor,mda-mb-453,head and neck,1.954966167977932,6.280149339327966,1.776077923452691,0,-3293355322516311963,0.11864406779661017,4.325183171350035,12.277479488235135
pd-l1 inhibitor,cdk4/6 inhibitor,colo-829,colorectal,2.873513891818843,1.829382648428364,2.3236653764125688,0,5818735765216662878,0.23529411764705882,1.0441312433904792,5.256756453711251
nf-kappa-b inhibitor,protac degrader,sw480,lung,0.0794327466553294,2.608737875791016,8.962772624917006,1,-3993466019216984625,0.2826086956521739,2.5293051291356865,0.20721921477786995
stat3 inhibitor,kras inhibitor,a2780,urinary tract,3.629478521385801,0.7577351876481495,11.938633423283946,1,-869533004679022443,0.1,2.8717433337376512,2.750183588467198
histone deacetylase inhibitor,cdk4/6 inhibitor,mewo,gastric,1.93267592182792,0.9989378105342606,-2.983626535636307,0,-2600540905830386315,0.05172413793103448,0.9337381112936594,1.930623053823066
nf-kappa-b inhibitor,heat shock protein inhibitor,ccrf-cem,lung,1.6574543721485042,0.5407952756893024,4.5210875436451765,0,-1523834786239580641,0.2826086956521739,1.1166590964592018,0.89634349412849
bcl-2 inhibitor,heat shock protein inhibitor,a549,stomach,1.959601154504372,0.2039894192763622,1.2947928955877774,0,5679908909189194050,0.06557377049180328,1.7556117352280096,0.3997379015206357
histone deacetylase inhibitor,bcl-2 inhibitor,ovcar-3,stomach,3.99658223386644,0.3945414110476706,2.1674390581869822,0,-5699340417071850874,0.06557377049180328,3.6020408228187693,1.5768171939177167
microtubule stabilizer,jak inhibitor,u87,lung,1.7683079213838897,3.194169508659685,-9.5076175177114,0,3224177145850252198,0.2826086956521739,1.4258615872757954,5.648275244405808
braf inhibitor,bcl-2 inhibitor,u251,stomach,1.739531881967638,2.263588368822698,-2.982108060487602,0,-1118623934754393414,0.06557377049180328,0.5240564868550601,3.937584135218204
alk inhibitor,pi3k inhibitor,mewo,liver,9.351004421574103,1.583412318337563,-0.3006829951366701,0,-4286225410466963497,0.1527777777777778,7.76759210323654,14.806495589949453
atm inhibitor,histone deacetylase inhibitor,kg-1,urinary tract,2.8271680562393997,1.2890564349149425,2.450490254421121,0,4758535604354231232,0.1,1.5381116213244572,3.6443791754813684
alk inhibitor,topoisomerase inhibitor,ccrf-cem,soft tissue,1.1678459766691784,5.113259498215055,5.422004685812984,1,-1759514836141478714,0.13636363636363635,3.945413521545877,5.971499532655915
proteasome inhibitor,bcl-2 inhibitor,nalm-6,melanoma,2.457877075312436,0.1510316591172217,2.786583284628096,0,-6876008748494408370,0.12903225806451613,2.3068454161952143,0.37121725259062166
cdk4/6 inhibitor,il-2 inhibitor,molt-4,esophageal,0.9860711900962172,0.6586777563207812,-1.7739859488713243,0,926681915050419508,0.045454545454545456,0.32739343377543606,0.6495031590651389
pd-l1 inhibitor,cdk4/6 inhibitor,a431,prostate,0.5198107824083489,0.8613746215431589,-7.040290441359101,0,5818735765216662878,0.14516129032258066,0.34156383913481003,0.44775181597104485
pd-l1 inhibitor,stat3 inhibitor,hl60,gastric,1.8169024668376623,3.0504307866758915,-5.2411717532545,0,-7587727392151406885,0.05172413793103448,1.2335283198382292,5.542335221228978
jak inhibitor,tnf-alpha inhibitor,ovcar-3,esophageal,5.267243008232469,9.789607031668986,-5.771056723726589,0,7725915303931845903,0.045454545454545456,4.522364023436517,51.56423919090188
il-2 inhibitor,microtubule stabilizer,k562,prostate,5.294084811731123,0.550638982756573,-2.0371144856728627,0,-7327946136214382654,0.14516129032258066,4.74344582897455,2.9151294753586487
atm inhibitor,protac degrader,a549,renal,0.836812807540526,4.147831022890391,-9.224714801333022,0,-2656417050030061911,0.0851063829787234,3.311018215349865,3.4709581234685998
tnf-alpha inhibitor,flt3 inhibitor,rs4-11,soft tissue,1.5001863849741452,3.551253729785318,-7.621957622501148,0,5374367752692487795,0.13636363636363635,2.0510673448111727,5.327542495012586
parp inhibitor,atm inhibitor,sk-mel-2,stomach,0.4755904763751266,0.5089005595057107,2.190395650636736,0,-1747022998130705639,0.06557377049180328,0.03331008313058409,0.2420282595228894
atm inhibitor,bcl-2 inhibitor,a2780,stomach,10.866492384029632,1.019427751304753,-8.010940138797833,0,7497307094351342546,0.06557377049180328,9.84706463272488,11.077603895621552
mtor inhibitor,topoisomerase inhibitor,pc-3,melanoma,7.939082624648624,1.0541568738232674,-6.499055958128095,0,-1831711079143078758,0.12903225806451613,6.8849257508253565,8.369038520624214
nf-kappa-b inhibitor,kras inhibitor,mda-mb-453,esophageal,2.096840099772192,7.653587712928802,-3.1994409159376405,0,1056824791598050831,0.045454545454545456,5.55674761315661,16.048349623592852
kras inhibitor,parp inhibitor,a549,prostate,3.263510807413153,0.399078430580872,-2.243186678300044,0,-6552635109126183696,0.14516129032258066,2.864432376832281,1.3023967712061555
her2 inhibitor,tnf-alpha inhibitor,mv4-11,endometrium,2.511235207169576,3.2104732116383348,1.45415719421238,0,-3144139640967393802,0.08196721311475409,0.699238004468759,8.062253360740968
egfr inhibitor,alk inhibitor,zr-75-1,prostate,1.7986618273780364,0.8135100218697903,-3.290013600007184,0,-1326432576764962076,0.14516129032258066,0.9851518055082461,1.4632294225266633
protac degrader,flt3 inhibitor,rs4-11,liver,0.1096474527839349,2.625124059071985,10.79129804035049,1,-5467138686498938922,0.1527777777777778,2.51547660628805,0.287838166319067
dna-pkcs inhibitor,histone deacetylase inhibitor,mcf-7,lung,1.2130743575809038,1.0894922970904335,-0.724805394318139,0,1542996039271761068,0.2826086956521739,0.12358206049047027,1.3216351683823206
histone deacetylase inhibitor,mcl-1 inhibitor,hepg2,endometrium,2.2465455618782637,1.7272056955616404,-8.303503908642663,0,7808360846934929011,0.08196721311475409,0.5193398663166233,3.880246289814863
mcl-1 inhibitor,histone deacetylase inhibitor,mda-mb-231,prostate,2.2635003501952657,3.5748789078052865,-7.655028424107421,0,157099509694297312,0.14516129032258066,1.3113785576100208,8.091739659722935
il-2 inhibitor,cdk4/6 inhibitor,k562,esophageal,0.9340086422926958,3.260971392067096,-3.444494118253438,0,-2596848402440529993,0.045454545454545456,2.3269627497744003,3.0457754624599107
met inhibitor,il-2 inhibitor,hepg2,head and neck,5.684031489903096,4.026157124852698,-4.046659103664406,0,-9061523068880019258,0.11864406779661017,1.6578743650503975,22.884803880960447
bcl-2 inhibitor,heat shock protein inhibitor,mda-mb-453,ovarian,0.3663006776461169,0.1229367717278443,11.041739381725918,1,5679908909189194050,0.13793103448275862,0.24336390591827262,0.04503182279153535
ctla-4 inhibitor,proteasome inhibitor,hepg2,ovarian,1.3877326630362796,2.355639285451645,-1.2889429030397217,0,-7760142339834001748,0.13793103448275862,0.9679066224153654,3.2689975787526904
il-2 inhibitor,met inhibitor,sum-159,colorectal,2.3480771842829475,0.301616423223599,-4.17800378496626,0,-6744954588533527131,0.23529411764705882,2.0464607610593486,0.7082186417763622
braf inhibitor,pd-l1 inhibitor,pc-3,bone,2.388941556419437,1.075087346401728,-7.438595748244215,0,6446347585997797046,0.10416666666666667,1.313854210017709,2.568320838599787
